"X","name","essround","proddate","cntry","netusoft","netustm","trstprl","trstplc","trstprt","trstep","trstun","freehms","euftf","atchctr","atcherp","rlgdgr","rlgatnd","pray","vteurmmb","vteubcmb","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","T_EUandUN","T_DOMEST","T_PATRIOT","V_EXCITE","V_MATERIA","V_AUTONOM","V_RELIGION","V_GROUP","IT_FREQ","IT_TIME"
2433,"ESS9e03_1",9,"17.02.2021","BG",2,NA,0,1,0,4,4,5,7,8,6,5,6,7,1,NA,5,5,2,2,2,2,3,3,5,3,2,3,2,3,2,2,2,2,2,6,4.6,0,4.5,2.83333333333333,4.16666666666667,4.14285714285714,3.375,5.5,6,NA
2434,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,0,0,0,0,5,NA,5,3,6,6,6,55,NA,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,2.5,4.5,4.5,4,3.625,4.5,NA,NA
2435,"ESS9e03_1",9,"17.02.2021","BG",1,NA,3,4,2,2,1,2,0,10,5,6,5,3,NA,NA,1,4,3,2,4,6,4,6,2,1,1,2,2,2,6,3,1,1,1,3,2,2.5,7,5.16666666666667,4.83333333333333,4.71428571428571,5.125,4.35714285714286,NA,NA
2436,"ESS9e03_1",9,"17.02.2021","BG",5,180,4,5,3,7,7,1,7,8,7,6,5,4,1,NA,1,2,2,2,2,5,4,5,3,2,2,2,2,3,3,3,2,1,3,4,6,3.5,6.5,4.16666666666667,5.5,5,4.375,4.92857142857143,10.5,180
2437,"ESS9e03_1",9,"17.02.2021","BG",3,NA,0,8,2,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,1,8,NA,NA,3.75,5.5,5.5,7.5,NA
2438,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,0,0,0,0,5,NA,5,0,0,7,NA,NA,NA,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,0,0,2.5,3.83333333333333,3.5,3.85714285714286,1.16666666666667,4.35714285714286,NA,NA
2439,"ESS9e03_1",9,"17.02.2021","BG",4,30,3,3,3,6,6,2,9,5,5,5,5,3,1,NA,4,NA,NA,2,4,4,3,4,4,2,2,2,2,4,3,3,2,2,2,4,5.6,3,4,3.5,5.5,4.42857142857143,4.625,4.83333333333333,9,30
2440,"ESS9e03_1",9,"17.02.2021","BG",2,NA,4,5,6,7,6,5,NA,9,9,8,6,6,1,NA,5,6,4,5,3,4,5,2,4,4,3,2,4,6,4,4,2,1,1,5,6,5,7,2.5,3.16666666666667,3.71428571428571,4.625,4.07142857142857,6,NA
2441,"ESS9e03_1",9,"17.02.2021","BG",5,150,5,5,5,6,5,3,8,7,6,7,5,5,1,NA,2,3,1,1,3,4,2,4,2,3,2,2,1,4,3,4,2,2,2,3,5.4,5,6,4.5,5.5,4.71428571428571,4.625,5.07142857142857,10.5,150
2442,"ESS9e03_1",9,"17.02.2021","BG",5,120,3,3,0,5,5,4,4,8,6,2,5,7,1,NA,4,5,2,2,3,2,2,4,2,2,2,2,2,3,3,2,2,2,2,3,4.4,1.5,5.5,4.83333333333333,4.5,4.42857142857143,2.875,5.35714285714286,10.5,120
2443,"ESS9e03_1",9,"17.02.2021","BG",1,NA,2,2,2,2,2,3,NA,9,3,8,6,1,55,NA,5,5,5,NA,5,5,5,NA,NA,5,5,5,NA,5,5,NA,5,5,4,5,2.33333333333333,2,5.5,2.5,2.5,2.75,5.125,2.5,NA,NA
2444,"ESS9e03_1",9,"17.02.2021","BG",1,NA,1,1,1,5,NA,NA,NA,9,NA,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,NA,NA,NA,2,NA,NA,NA
2445,"ESS9e03_1",9,"17.02.2021","BG",5,60,4,8,4,NA,NA,NA,NA,7,NA,8,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7.5,NA,NA,NA,6,NA,10.5,60
2446,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,0,0,0,0,NA,NA,10,5,NA,NA,NA,1,NA,3,5,NA,2,2,2,2,2,4,2,2,2,2,5,2,2,2,2,2,5,1.75,0,5,2.83333333333333,4.5,5.33333333333333,5.5,5.5,NA,NA
2447,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,2,0,0,NA,5,3,2,0,6,5,5,55,NA,5,5,3,3,2,4,3,2,5,2,2,3,2,5,2,3,2,2,2,4,1,0,2,2.83333333333333,3.83333333333333,4.42857142857143,4.375,4.92857142857143,NA,NA
2448,"ESS9e03_1",9,"17.02.2021","BG",1,NA,3,2,1,0,0,4,NA,5,1,4,4,5,NA,NA,5,5,NA,5,1,2,5,2,5,5,2,3,2,6,2,2,2,2,2,6,0.333333333333333,2,3.5,1.83333333333333,3.16666666666667,4,4.125,5.5,NA,NA
2449,"ESS9e03_1",9,"17.02.2021","BG",5,180,1,1,1,1,1,4,1,10,7,4,6,6,2,NA,3,4,2,4,3,4,3,3,3,3,3,4,4,4,3,3,3,2,1,3,3,1,5.5,4.16666666666667,3.5,4.28571428571429,3.625,4.5,10.5,180
2450,"ESS9e03_1",9,"17.02.2021","BG",3,NA,4,5,6,4,5,3,6,7,5,6,5,5,2,NA,2,2,3,2,3,3,3,2,3,2,3,4,4,2,3,2,1,2,3,4,5,5,6,4.5,4.83333333333333,5.14285714285714,4.125,4.64285714285714,7.5,NA
2451,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,9,0,NA,NA,3,NA,10,10,7,5,5,1,NA,NA,6,5,3,2,1,1,1,6,1,1,2,1,6,2,5,1,1,1,5,6,0,9.5,1.83333333333333,3.83333333333333,5.91666666666667,4.875,5.21428571428571,NA,NA
2452,"ESS9e03_1",9,"17.02.2021","BG",1,NA,2,2,2,2,2,4,8,4,3,5,5,6,NA,NA,5,3,3,3,3,3,3,3,3,3,4,5,3,5,3,3,3,5,3,3,3.75,2,3,3.83333333333333,3.83333333333333,4,3.625,4.07142857142857,NA,NA
2453,"ESS9e03_1",9,"17.02.2021","BG",5,60,0,0,0,NA,NA,NA,NA,10,NA,4,3,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,3,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2,0,5,4.5,6.5,3.5,4.66666666666667,5.83333333333333,10.5,60
2454,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,0,0,0,0,4,5,9,0,9,3,1,NA,NA,NA,5,2,2,1,2,2,5,NA,2,2,NA,1,5,1,NA,NA,1,1,3,1.25,0,4.5,3.5,4,4.6,6.875,6,NA,NA
2455,"ESS9e03_1",9,"17.02.2021","BG",4,180,1,2,1,1,1,5,NA,2,0,9,3,1,65,NA,5,5,3,4,2,2,3,2,4,4,2,4,3,4,3,3,2,3,2,5,0.666666666666667,1,2,3.16666666666667,3.16666666666667,4.14285714285714,6.625,4.78571428571429,9,180
2456,"ESS9e03_1",9,"17.02.2021","BG",5,90,5,5,4,5,5,2,5,8,6,5,6,5,1,NA,3,4,3,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,4.6,4.5,6.5,4.16666666666667,4.16666666666667,4.42857142857143,3.625,4.35714285714286,10.5,90
2457,"ESS9e03_1",9,"17.02.2021","BG",5,150,0,0,0,0,0,5,0,10,1,7,5,NA,1,NA,1,6,1,1,1,1,1,1,NA,1,1,1,1,6,NA,1,1,1,1,6,0.6,0,5,1.5,4.83333333333333,5.85714285714286,5.5,6.5,10.5,150
2458,"ESS9e03_1",9,"17.02.2021","BG",1,NA,1,2,0,0,0,5,NA,9,2,0,7,7,55,NA,6,6,6,6,1,6,NA,1,6,6,2,NA,NA,NA,2,5,3,2,5,NA,0.666666666666667,0.5,5.5,1.5,1.5,3.75,1.125,3.66666666666667,NA,NA
2459,"ESS9e03_1",9,"17.02.2021","BG",5,NA,0,2,2,2,0,1,10,8,3,5,5,7,1,NA,3,3,3,2,2,3,3,3,3,3,2,2,2,4,3,3,2,2,3,3,3.4,1,5,4.16666666666667,5.16666666666667,5,3.375,4.92857142857143,10.5,NA
2460,"ESS9e03_1",9,"17.02.2021","BG",2,NA,1,7,1,NA,NA,NA,NA,8,1,NA,NA,NA,1,NA,NA,6,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1.5,1,7.5,1.5,1.5,5.5,5.5,NA,6,NA
2461,"ESS9e03_1",9,"17.02.2021","BG",1,NA,5,4,5,7,7,5,7,7,5,6,5,5,1,NA,5,6,3,4,3,3,3,2,5,4,2,4,3,5,2,2,2,3,2,4,5.6,5,5.5,2.83333333333333,2.83333333333333,4,4.375,4.92857142857143,NA,NA
2462,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,1,2,NA,NA,NA,NA,8,NA,6,6,5,NA,NA,NA,6,2,NA,2,2,NA,2,NA,NA,NA,NA,2,NA,2,2,NA,2,2,NA,NA,1,4.5,NA,1.5,5.5,4.125,5.5,NA,NA
2463,"ESS9e03_1",9,"17.02.2021","BG",1,NA,1,1,1,4,4,4,1,6,4,6,6,6,2,NA,5,4,5,5,4,4,5,4,4,5,4,5,4,3,4,5,4,3,4,5,3.6,1,3.5,3.5,2.83333333333333,3,3.375,3.35714285714286,NA,NA
2464,"ESS9e03_1",9,"17.02.2021","BG",1,NA,10,10,10,10,10,3,4,9,8,1,7,7,1,NA,6,5,2,3,2,4,3,2,6,5,2,2,2,5,2,2,2,2,5,5,6.8,10,9.5,2.16666666666667,4.16666666666667,4.14285714285714,1.375,5.21428571428571,NA,NA
2465,"ESS9e03_1",9,"17.02.2021","BG",5,120,1,1,1,1,1,3,1,9,NA,3,6,6,NA,NA,3,3,3,3,1,2,1,2,3,3,2,2,1,3,2,3,1,1,3,3,1,1,5,4.5,4.83333333333333,5.42857142857143,2.875,5.5,10.5,120
2466,"ESS9e03_1",9,"17.02.2021","BG",5,390,5,5,5,5,5,2,5,7,5,5,6,6,1,NA,3,3,2,3,3,3,3,4,3,2,3,3,3,3,3,3,3,2,3,3,4.4,5,6,4.5,4.5,4.57142857142857,3.375,4.78571428571429,10.5,390
2467,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,0,0,1,1,NA,NA,10,0,6,6,6,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0,5,6.5,6.5,6.5,4.125,6.5,NA,NA
2468,"ESS9e03_1",9,"17.02.2021","BG",5,60,5,5,5,5,5,2,5,10,3,5,7,6,1,NA,4,4,2,2,3,3,3,3,1,1,1,3,2,3,2,2,1,1,1,1,4,5,7.5,5.83333333333333,4.5,5,3.625,5.64285714285714,10.5,60
2469,"ESS9e03_1",9,"17.02.2021","BG",1,NA,5,8,NA,NA,NA,NA,NA,10,NA,5,5,3,NA,NA,6,6,3,4,2,4,5,3,6,5,2,5,2,6,2,2,3,2,2,6,NA,5,9,1.5,2.5,3.5,4.625,5.07142857142857,NA,NA
2470,"ESS9e03_1",9,"17.02.2021","BG",1,NA,5,8,3,6,NA,NA,NA,8,8,2,6,6,1,NA,3,6,2,5,1,NA,NA,NA,6,2,3,4,2,6,NA,6,2,3,3,6,5.33333333333333,4,8,1.5,2.5,5.5,2.625,4.3,NA,NA
2471,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,5,2,NA,NA,NA,5,10,4,1,6,7,NA,NA,5,6,1,2,1,2,5,3,4,2,2,3,1,1,1,1,2,1,1,5,4.5,1,7.5,4.16666666666667,3.83333333333333,4.5,2.625,6.21428571428572,NA,NA
2472,"ESS9e03_1",9,"17.02.2021","BG",3,NA,2,3,1,3,2,3,7,7,5,3,5,6,1,NA,4,5,3,3,3,5,4,4,5,3,3,3,2,4,5,3,3,3,3,5,3.8,1.5,5,2.83333333333333,3.83333333333333,4,3.125,4.07142857142857,7.5,NA
2473,"ESS9e03_1",9,"17.02.2021","BG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2474,"ESS9e03_1",9,"17.02.2021","BG",5,30,6,5,5,NA,NA,2,7,6,5,5,6,7,1,NA,4,4,3,3,3,3,3,4,4,3,4,3,2,4,3,4,2,3,4,4,4.66666666666667,5.5,5.5,3.5,4.16666666666667,4.42857142857143,2.875,4.35714285714286,10.5,30
2475,"ESS9e03_1",9,"17.02.2021","BG",4,60,0,0,0,0,0,5,NA,2,1,2,5,5,1,NA,5,4,4,4,4,4,4,5,5,5,4,4,3,5,4,4,4,4,4,4,0.75,0,1,2.83333333333333,3.5,2.85714285714286,2.875,3.64285714285714,9,60
2476,"ESS9e03_1",9,"17.02.2021","BG",5,315,2,3,2,4,4,2,5,8,7,5,5,5,1,NA,1,4,3,1,2,5,2,5,3,2,2,2,2,3,5,3,2,2,2,3,4.4,2,5.5,4.5,5.16666666666667,5.14285714285714,4.125,4.35714285714286,10.5,315
2477,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,NA,NA,NA,NA,NA,NA,10,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,5,NA,NA,NA
2478,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,1,0,0,0,4,5,10,5,0,5,5,1,NA,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.4,0,5.5,5.5,4.5,5.14285714285714,2.875,5.5,NA,NA
2479,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,0,0,0,0,3,3,3,3,2,NA,NA,55,NA,6,6,5,5,3,6,6,6,2,2,3,5,5,5,6,3,2,2,5,4,1.5,0,1.5,3.83333333333333,2.16666666666667,3.42857142857143,2.25,3.21428571428571,NA,NA
2480,"ESS9e03_1",9,"17.02.2021","BG",5,240,5,6,4,7,6,4,8,8,7,2,5,6,1,NA,3,5,3,2,2,2,2,3,3,3,2,2,1,5,3,2,1,2,2,3,6,4.5,7,3.83333333333333,4.5,4.85714285714286,3.125,5.35714285714286,10.5,240
2481,"ESS9e03_1",9,"17.02.2021","BG",5,650,0,1,0,1,2,4,NA,8,8,8,5,1,1,NA,3,5,5,2,2,3,2,5,5,3,2,2,2,4,3,4,2,2,2,4,3.25,0,4.5,3.16666666666667,4.5,4.42857142857143,5.875,4.5,10.5,NA
2482,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,5,0,4,7,1,5,10,1,4,5,6,2,NA,1,3,6,1,1,4,1,3,1,1,1,1,1,1,2,3,2,3,2,3,4.4,0,7.5,5.83333333333333,5.83333333333333,6,3.625,4.64285714285714,NA,NA
2483,"ESS9e03_1",9,"17.02.2021","BG",5,120,3,5,4,NA,NA,3,NA,7,7,1,7,7,1,NA,2,4,3,5,2,5,3,5,2,2,3,4,NA,2,3,4,5,4,3,5,4.5,3.5,6,4.5,3.16666666666667,4.28571428571429,1.875,3.83333333333333,10.5,120
2484,"ESS9e03_1",9,"17.02.2021","BG",2,NA,1,2,2,4,NA,3,1,8,5,8,4,2,2,NA,6,6,3,3,3,2,2,2,4,4,3,3,2,5,2,2,2,2,2,4,3.75,1.5,5,3.16666666666667,3.5,4.28571428571429,5.875,5.21428571428571,6,NA
2485,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,10,10,NA,NA,NA,NA,10,NA,5,NA,NA,2,NA,5,4,3,5,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,4,5,5,10,3.83333333333333,3.5,4.16666666666667,5.25,4.35714285714286,NA,NA
2486,"ESS9e03_1",9,"17.02.2021","BG",5,390,NA,NA,NA,NA,NA,NA,NA,8,NA,0,7,7,55,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,4,3,4,3,4,3,NA,NA,8,4.5,3.5,3.5,1.375,3.9,10.5,390
2487,"ESS9e03_1",9,"17.02.2021","BG",1,NA,6,10,6,10,7,5,10,10,8,10,7,2,1,NA,3,4,2,2,2,2,2,5,5,4,2,2,2,5,2,5,2,2,2,4,7.4,6,10,2.83333333333333,4.83333333333333,4.14285714285714,5.625,5.07142857142857,NA,NA
2488,"ESS9e03_1",9,"17.02.2021","BG",3,NA,2,2,2,2,2,4,5,4,4,5,6,6,NA,NA,1,5,1,1,1,5,1,5,3,3,1,3,1,5,4,4,1,1,1,1,3.25,2,3,4.5,4.5,5.14285714285714,3.875,5.07142857142857,7.5,NA
2489,"ESS9e03_1",9,"17.02.2021","BG",4,NA,1,4,1,NA,NA,3,NA,NA,NA,3,6,6,1,NA,6,6,2,2,2,NA,NA,3,6,3,2,2,2,6,2,2,2,2,2,6,2,1,4,1.5,4.16666666666667,4.25,3.125,5.5,9,NA
2490,"ESS9e03_1",9,"17.02.2021","BG",2,NA,4,6,4,8,8,5,5,10,5,6,5,5,65,NA,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,6.5,4,8,6.16666666666667,6.5,5.14285714285714,4.625,6.5,6,NA
2491,"ESS9e03_1",9,"17.02.2021","BG",1,NA,2,7,5,NA,NA,2,6,10,5,3,5,7,NA,NA,5,5,3,5,2,2,2,2,6,5,2,3,NA,NA,NA,NA,2,2,2,6,5.5,3.5,8.5,1.5,3.16666666666667,4.57142857142857,3.125,5.25,NA,NA
2492,"ESS9e03_1",9,"17.02.2021","BG",5,360,9,9,9,9,9,3,NA,9,9,10,6,6,1,NA,3,3,3,4,3,3,4,4,3,2,1,1,1,1,1,3,3,3,4,4,7.25,9,9,4.83333333333333,4.83333333333333,4.28571428571429,4.375,5.35714285714286,10.5,360
2493,"ESS9e03_1",9,"17.02.2021","BG",1,NA,3,3,0,2,1,3,6,9,2,2,7,7,NA,NA,3,3,3,3,2,4,3,2,5,4,2,3,2,5,2,2,2,3,1,5,2.75,1.5,6,2.5,4.5,4.71428571428571,2.625,4.92857142857143,NA,NA
2494,"ESS9e03_1",9,"17.02.2021","BG",1,NA,5,5,5,5,5,3,5,6,6,8,1,1,1,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4.6,5,5.5,4.5,4.5,4.42857142857143,6.625,4.5,NA,NA
2495,"ESS9e03_1",9,"17.02.2021","BG",1,NA,1,8,1,NA,NA,NA,NA,8,6,10,3,1,1,NA,3,6,3,5,2,6,6,3,6,3,3,4,2,6,6,6,2,2,1,3,4,1,8,2.5,2.5,4.33333333333333,7.125,3.5,NA,NA
2496,"ESS9e03_1",9,"17.02.2021","BG",5,900,0,NA,1,6,5,2,10,10,1,8,7,2,1,NA,3,6,2,2,2,2,2,3,2,2,2,2,2,3,2,4,2,2,2,2,4.8,0.5,10,5.16666666666667,4.16666666666667,5.14285714285714,5.125,5.21428571428571,10.5,NA
2497,"ESS9e03_1",9,"17.02.2021","BG",5,NA,0,5,0,0,0,1,5,10,0,0,5,7,NA,NA,4,4,5,2,1,2,5,3,4,3,4,3,1,5,3,3,2,3,3,5,1.25,0,7.5,2.83333333333333,4.5,4.71428571428571,2.125,4.5,10.5,NA
2498,"ESS9e03_1",9,"17.02.2021","BG",1,NA,1,3,0,2,2,3,NA,10,5,2,5,1,1,NA,2,5,2,2,2,2,2,2,2,2,2,2,2,5,2,2,1,1,1,3,2.75,0.5,6.5,4.16666666666667,4.5,5.42857142857143,4.625,5.64285714285714,NA,NA
2499,"ESS9e03_1",9,"17.02.2021","BG",1,NA,3,1,3,8,8,2,9,8,8,2,7,7,1,NA,5,4,2,2,2,3,3,3,3,3,3,3,2,5,4,3,3,3,2,3,7,3,4.5,3.83333333333333,4.5,4.42857142857143,2.375,4.64285714285714,NA,NA
2500,"ESS9e03_1",9,"17.02.2021","BG",2,NA,3,3,3,3,3,2,NA,10,NA,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6.5,NA,NA,5,8,NA,6,NA
2501,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,1,0,0,NA,5,0,10,0,1,7,7,2,NA,NA,5,2,4,2,1,2,4,5,3,2,3,1,6,2,2,1,2,5,6,1.25,0,5.5,1.83333333333333,3.5,4.58333333333333,1.375,5.78571428571429,NA,NA
2502,"ESS9e03_1",9,"17.02.2021","BG",5,NA,NA,6,NA,NA,NA,2,NA,5,5,1,6,6,NA,NA,1,1,4,1,5,5,4,5,1,1,2,1,4,1,5,1,1,1,2,1,5,NA,5.5,6.5,6.5,4.71428571428571,2.625,4.35714285714286,10.5,NA
2503,"ESS9e03_1",9,"17.02.2021","BG",2,NA,6,7,3,7,8,1,8,10,5,5,6,6,1,NA,3,4,4,5,2,3,3,5,5,4,4,3,3,6,3,3,3,3,3,3,6,4.5,8.5,2.83333333333333,3.5,4.42857142857143,3.375,4.21428571428571,6,NA
2504,"ESS9e03_1",9,"17.02.2021","BG",5,180,2,2,2,2,2,3,8,7,4,1,6,6,55,NA,4,4,3,3,2,2,4,3,5,4,3,4,3,5,3,3,3,3,4,5,4,2,4.5,2.5,3.83333333333333,4.14285714285714,2.125,4.64285714285714,10.5,180
2505,"ESS9e03_1",9,"17.02.2021","BG",2,NA,5,5,5,5,5,3,6,7,7,0,7,NA,1,NA,4,3,4,4,1,6,4,4,4,2,3,1,2,2,5,4,1,2,3,3,5,5,6,4.5,4.83333333333333,4.71428571428571,1.83333333333333,3.78571428571429,6,NA
2506,"ESS9e03_1",9,"17.02.2021","BG",5,60,3,3,3,3,NA,NA,1,10,8,5,6,6,NA,NA,3,3,3,3,3,3,3,3,3,3,1,2,1,4,3,3,1,1,1,1,4,3,6.5,4.83333333333333,4.83333333333333,4.83333333333333,3.875,5.35714285714286,10.5,60
2507,"ESS9e03_1",9,"17.02.2021","BG",4,150,4,4,4,4,5,3,5,7,5,5,5,5,1,NA,4,4,2,3,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,4,4.2,4,5.5,3.5,4.16666666666667,4.14285714285714,3.875,4.35714285714286,9,150
2508,"ESS9e03_1",9,"17.02.2021","BG",4,90,0,6,0,1,NA,4,9,10,5,7,5,2,NA,NA,5,4,1,2,6,3,3,3,2,2,2,4,1,2,5,4,2,2,2,5,5,0,8,4.5,4.16666666666667,3.85714285714286,5.375,4.92857142857143,9,90
2509,"ESS9e03_1",9,"17.02.2021","BG",1,NA,3,3,3,4,4,2,2,8,5,0,7,7,1,NA,4,5,2,2,2,2,2,2,3,3,2,3,2,5,2,2,2,2,2,4,3.4,3,5.5,3.5,4.16666666666667,5,1.875,5.5,NA,NA
2510,"ESS9e03_1",9,"17.02.2021","BG",5,180,3,4,2,NA,NA,2,5,8,7,4,5,NA,1,NA,2,3,2,4,2,4,6,2,2,4,3,5,3,4,2,4,5,4,4,5,4.66666666666667,2.5,6,3.83333333333333,3.5,4.14285714285714,3.5,4.35714285714286,10.5,180
2511,"ESS9e03_1",9,"17.02.2021","BG",1,NA,4,5,5,7,1,3,5,10,7,2,5,5,1,NA,5,5,2,2,2,5,2,2,5,3,2,NA,2,6,2,2,2,2,2,4,4.4,4.5,7.5,2.5,4,4.71428571428571,3.375,5.07142857142857,NA,NA
2512,"ESS9e03_1",9,"17.02.2021","BG",1,NA,10,10,10,NA,NA,NA,NA,10,5,8,5,4,1,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,10,10,NA,1.5,1.5,5,NA,NA,NA
2513,"ESS9e03_1",9,"17.02.2021","BG",5,510,0,1,0,3,3,4,5,9,4,2,5,6,2,NA,2,5,1,1,2,6,3,4,4,2,2,2,1,3,4,4,2,1,3,4,4,0,5,3.83333333333333,4.83333333333333,4.71428571428571,2.875,4.78571428571429,10.5,NA
2514,"ESS9e03_1",9,"17.02.2021","BG",5,60,2,2,2,2,2,3,9,9,6,6,6,6,NA,NA,4,5,3,4,1,4,2,3,4,4,1,3,1,5,2,4,2,2,2,5,4.75,2,5.5,2.83333333333333,3.5,4.71428571428571,3.875,5.07142857142857,10.5,60
2515,"ESS9e03_1",9,"17.02.2021","BG",2,NA,4,5,4,5,6,4,5,8,5,5,5,5,1,NA,4,4,2,2,3,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4.6,4,6.5,4.5,4.5,4.14285714285714,3.875,4.5,6,NA
2516,"ESS9e03_1",9,"17.02.2021","BG",1,NA,1,2,1,5,5,5,7,9,6,3,6,6,1,NA,2,5,2,3,4,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,5,1,5.5,4.5,3.83333333333333,4.14285714285714,2.875,5.21428571428571,NA,NA
2517,"ESS9e03_1",9,"17.02.2021","BG",2,NA,1,1,0,3,2,3,5,6,4,3,7,7,NA,NA,6,5,2,3,2,2,3,3,5,3,3,4,2,5,2,3,3,2,2,3,3.5,0.5,3.5,3.16666666666667,3.5,4.14285714285714,2.625,5.21428571428571,6,NA
2518,"ESS9e03_1",9,"17.02.2021","BG",5,90,0,2,0,0,0,1,4,10,0,0,7,7,2,NA,2,3,1,4,4,4,5,4,2,3,2,3,3,6,2,2,3,3,1,5,1.8,0,6,3.16666666666667,4.16666666666667,4.28571428571429,2.125,5.07142857142857,10.5,90
2519,"ESS9e03_1",9,"17.02.2021","BG",1,NA,8,9,8,9,9,3,7,10,9,7,4,4,1,NA,4,6,2,3,2,3,3,2,4,2,1,2,2,4,2,3,1,2,2,5,7.2,8,9.5,3.16666666666667,3.83333333333333,5,5.125,5.35714285714286,NA,NA
2520,"ESS9e03_1",9,"17.02.2021","BG",1,NA,7,7,7,7,7,NA,NA,7,7,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,NA,NA,2,NA,NA,NA
2521,"ESS9e03_1",9,"17.02.2021","BG",1,NA,2,4,2,NA,NA,NA,10,10,8,NA,NA,NA,1,NA,2,3,NA,2,2,2,2,2,2,5,2,2,2,5,2,2,2,2,2,5,6.66666666666667,2,7,3.5,5.16666666666667,5,5.5,5.5,NA,NA
2522,"ESS9e03_1",9,"17.02.2021","BG",1,NA,0,2,0,0,2,2,4,5,3,2,6,7,NA,NA,5,5,5,5,2,4,5,4,4,2,3,3,2,3,4,4,3,2,2,4,2.25,0,3.5,3.83333333333333,3.16666666666667,4.14285714285714,2.625,4.07142857142857,NA,NA
2523,"ESS9e03_1",9,"17.02.2021","BG",4,600,2,5,2,2,2,1,4,8,5,4,6,6,NA,NA,1,5,1,1,1,1,1,5,1,1,1,5,1,1,1,4,1,1,1,1,3.25,2,6.5,6.5,3.83333333333333,5.85714285714286,3.625,6.07142857142857,9,NA
2524,"ESS9e03_1",9,"17.02.2021","BG",5,270,0,1,0,0,0,1,0,10,NA,2,5,NA,55,NA,1,1,1,1,4,4,4,4,1,1,3,1,1,1,4,1,2,3,3,1,0,0,5.5,6.5,6.5,5,3.16666666666667,5.07142857142857,10.5,270
2525,"ESS9e03_1",9,"17.02.2021","BG",2,NA,3,3,3,3,3,3,7,8,8,5,5,5,NA,NA,2,3,2,1,1,2,2,2,3,2,2,1,1,4,NA,1,1,1,3,4,5.25,3,5.5,3.83333333333333,5.83333333333333,5.57142857142857,3.875,6,6,NA
