"","netusoft","netustm","trstprl","trstplc","trstprt","trstep","trstun","freehms","euftf","atchctr","atcherp","rlgdgr","rlgatnd","pray","vteurmmb","vteubcmb","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun"
"168",5,195,1,8,1,1,8,2,9,8,8,2,5,7,1,NA,2,4,2,2,1,5,1,3,2,2,2,2,2,2,2,3,1,2,1,1
"169",5,120,3,4,3,3,4,1,5,6,7,6,6,4,1,NA,2,3,2,3,1,2,3,2,2,2,2,1,2,5,2,2,1,3,2,2
"170",5,360,1,9,0,2,6,1,10,9,4,1,7,6,1,NA,4,4,3,2,1,1,3,3,1,1,3,5,5,5,1,3,4,1,4,2
"171",2,NA,0,7,1,1,0,1,5,6,6,7,6,6,1,NA,2,5,1,1,1,2,2,2,4,2,2,4,1,4,2,1,1,1,2,3
"172",3,NA,7,7,5,4,5,1,2,9,6,6,7,7,1,NA,3,5,3,4,2,5,3,3,2,2,2,3,3,4,2,4,1,3,2,1
"173",2,NA,4,5,4,4,5,2,5,3,3,3,7,7,1,NA,2,4,2,3,3,2,2,2,4,3,4,4,2,4,2,3,2,3,2,2
"174",5,480,5,6,4,6,5,1,5,5,7,4,4,7,1,NA,4,4,2,4,3,4,2,3,3,1,1,3,2,3,4,4,1,1,1,2
"175",3,NA,7,7,5,6,6,2,6,8,7,8,5,2,1,NA,1,4,1,4,3,6,2,3,2,2,2,3,2,3,4,4,2,2,3,2
"176",5,45,8,9,7,7,7,4,NA,8,2,10,6,1,NA,NA,2,6,3,6,1,2,6,4,1,3,2,5,1,6,6,6,2,3,3,2
"177",1,NA,0,8,0,0,0,1,1,8,5,6,7,6,2,NA,2,4,2,2,2,3,3,2,2,2,2,2,2,4,2,2,2,2,2,3
"178",5,180,4,4,3,3,3,2,2,7,3,2,7,7,NA,NA,3,4,4,3,2,3,3,3,3,2,2,4,3,3,3,2,2,2,3,2
"179",1,NA,2,6,1,5,7,2,7,7,7,6,7,7,1,NA,5,5,3,4,4,5,3,2,3,2,3,4,2,4,2,4,2,2,3,3
"180",5,480,8,8,5,6,8,2,7,8,8,0,7,7,1,NA,1,5,2,3,2,5,2,2,2,1,2,3,2,3,5,2,1,1,6,3
"181",5,240,6,7,5,5,6,3,6,10,7,9,3,1,1,NA,2,5,3,3,2,2,2,3,4,2,2,3,3,4,3,3,2,2,2,3
"182",5,180,6,9,5,5,6,1,10,5,4,1,7,7,1,NA,2,5,2,5,4,4,2,2,3,2,2,3,2,3,3,4,2,2,3,3
"183",5,600,8,8,7,7,8,1,8,8,9,1,6,6,1,NA,3,1,4,3,2,5,3,2,3,1,4,1,2,5,1,2,1,2,5,4
"184",5,300,0,5,5,5,4,2,7,9,8,5,6,1,1,NA,1,5,2,3,3,2,2,2,4,1,1,3,2,5,2,3,2,2,3,2
"185",1,NA,3,6,5,3,5,2,4,8,5,10,2,1,1,NA,4,4,2,4,2,3,3,3,3,2,2,3,3,4,2,4,2,2,2,3
"186",3,NA,1,5,1,1,5,1,7,5,5,5,5,6,1,NA,3,2,1,4,4,3,2,2,3,2,3,4,3,3,2,4,1,2,3,3
"187",5,240,5,7,4,7,7,2,6,4,4,3,7,7,1,NA,2,3,3,3,4,4,3,3,1,2,2,4,3,2,4,4,1,2,5,2
"188",5,240,4,6,4,5,4,1,5,8,6,2,6,6,1,NA,3,4,3,2,2,2,3,4,4,2,2,2,2,4,3,3,2,2,3,3
"189",1,NA,5,9,4,2,1,2,8,8,6,5,6,2,1,NA,2,4,2,2,2,4,4,4,3,2,2,3,2,3,2,3,2,3,3,3
"190",5,270,7,5,7,7,4,1,6,4,4,4,7,2,1,NA,5,5,3,2,5,4,2,6,1,1,2,2,2,3,4,2,1,1,2,2
"191",5,600,7,8,0,3,3,1,3,7,6,0,7,7,1,NA,2,4,2,2,3,2,2,3,2,1,2,2,2,4,2,2,2,2,2,3
"192",5,180,7,8,7,8,7,5,7,3,3,8,2,1,1,NA,1,3,1,2,1,4,1,1,5,4,1,2,1,2,2,2,1,1,2,2
"193",1,NA,5,7,4,5,5,3,7,8,8,7,7,2,1,NA,3,2,3,2,2,2,3,2,3,3,3,2,2,2,4,2,3,3,3,2
"194",5,420,6,8,6,7,7,2,8,8,8,5,6,7,1,NA,2,3,3,2,3,4,2,3,3,2,2,3,3,5,2,3,2,2,4,3
"195",5,120,6,5,5,4,4,1,4,7,5,2,7,7,1,NA,3,3,3,4,2,4,3,3,2,3,1,4,3,4,3,2,1,2,3,1
"196",5,60,7,8,7,8,6,1,7,8,8,7,7,7,1,NA,5,6,1,4,4,1,1,1,6,1,1,6,1,6,1,6,1,2,2,4
"197",5,90,3,7,2,4,6,1,4,5,5,5,7,7,2,NA,2,5,1,4,2,3,1,1,1,2,1,2,2,3,2,2,1,2,3,3
"198",5,60,8,9,6,7,8,2,5,8,7,6,2,5,1,NA,2,2,3,3,3,3,2,3,2,2,3,2,3,3,2,3,2,4,2,3
"199",5,60,2,2,2,2,2,4,7,9,5,0,7,7,1,NA,6,6,4,5,4,3,4,4,4,3,2,2,4,5,4,4,2,3,2,2
"200",1,NA,3,5,3,2,2,1,4,8,7,8,3,3,1,NA,4,5,2,2,3,4,3,3,5,3,2,4,3,4,1,3,1,1,1,1
"201",5,180,8,10,5,5,4,2,2,8,8,0,7,7,1,NA,1,6,2,1,1,1,1,1,2,4,1,2,2,4,2,3,2,1,2,1
"202",4,150,6,7,5,5,6,2,6,7,7,0,7,7,1,NA,6,3,3,5,2,5,5,5,5,3,5,5,5,5,2,5,5,2,5,5
"203",3,NA,4,7,4,5,5,2,4,7,7,8,6,2,1,NA,2,2,2,2,2,4,4,3,4,2,2,3,2,2,2,3,3,3,5,2
"204",5,180,9,10,8,10,6,1,9,9,9,9,4,1,1,NA,1,4,1,3,1,2,2,5,2,5,2,3,2,2,3,2,2,4,4,2
"205",1,NA,7,7,4,3,5,1,5,6,5,8,3,1,1,NA,2,3,4,5,6,5,5,4,5,6,2,4,5,4,5,4,5,5,5,4
"206",5,120,6,8,6,7,8,1,5,7,7,7,6,6,1,NA,4,4,2,3,3,4,2,3,2,2,2,3,3,4,3,3,1,2,3,2
"207",3,NA,7,10,5,5,7,2,5,8,6,10,3,1,1,NA,2,2,3,2,3,3,3,2,5,4,3,5,3,3,2,3,2,2,3,2
"208",5,120,0,6,0,0,5,1,0,0,0,0,7,7,2,NA,3,6,4,2,2,5,3,6,2,1,1,5,2,4,5,2,1,1,6,2
"209",5,180,6,9,7,7,8,2,5,5,5,3,7,7,1,NA,3,5,2,4,2,4,2,2,2,3,2,4,2,3,4,3,2,1,4,2
"210",4,60,6,5,4,5,3,2,7,4,7,6,6,7,1,NA,3,4,2,3,2,2,2,2,2,3,2,5,2,5,2,2,2,2,2,3
"211",5,270,1,4,4,5,3,1,5,2,2,0,7,7,1,NA,3,6,1,3,3,5,4,2,3,3,3,2,4,4,3,4,2,3,6,4
"212",2,NA,1,6,2,1,0,2,5,5,5,3,6,7,1,NA,2,4,3,4,3,3,2,2,4,2,2,3,3,4,3,4,2,4,2,3
"213",5,120,7,9,7,8,6,1,6,7,7,0,7,7,1,NA,1,4,1,4,3,5,2,2,1,1,1,3,3,2,4,5,2,2,4,1
"214",5,30,5,7,5,5,3,2,2,7,7,10,7,7,1,NA,2,5,1,2,1,5,2,4,2,2,2,4,2,2,2,2,2,2,2,2
"215",5,60,5,6,5,7,8,2,5,8,7,10,2,1,1,NA,2,5,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
"216",5,60,4,5,5,5,4,1,5,4,3,10,2,1,55,NA,3,4,2,4,2,3,2,2,3,2,2,3,3,4,3,2,1,2,1,3
"217",4,60,7,7,6,5,5,2,7,7,8,3,7,7,1,NA,3,6,2,5,3,5,2,2,2,2,2,5,3,5,2,3,2,2,3,3
"218",5,600,3,6,3,3,4,1,2,7,5,5,7,7,1,NA,4,6,2,3,3,5,3,2,3,2,2,2,2,6,4,4,2,2,3,2
"219",5,120,5,6,3,4,4,2,5,8,8,0,7,7,1,NA,2,4,3,2,2,2,2,4,3,2,2,2,2,2,3,3,2,3,2,2
"220",5,180,6,9,5,8,6,2,4,8,6,6,6,6,1,NA,5,3,2,3,3,4,3,3,1,2,2,2,4,3,5,3,2,2,2,1
"221",2,NA,8,8,5,5,5,1,2,7,8,3,7,7,1,NA,5,5,1,4,3,5,2,1,3,2,2,2,4,6,2,6,2,2,5,5
"222",5,360,3,4,3,3,3,2,7,7,6,5,7,7,1,NA,2,1,3,1,4,5,5,5,2,2,4,2,5,2,5,3,2,2,5,2
"223",5,360,6,8,7,6,7,1,3,5,6,1,5,7,1,NA,2,3,2,2,3,2,2,3,2,1,2,3,4,3,3,1,2,2,2,3
"224",5,15,6,9,6,3,3,2,1,8,10,5,5,2,1,NA,5,6,2,6,2,2,2,2,2,3,2,5,2,5,2,3,2,2,3,3
"225",5,240,5,5,5,5,5,5,7,5,5,5,2,1,1,NA,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
"226",5,300,6,7,6,6,5,2,7,8,6,6,6,6,1,NA,3,5,3,3,2,3,4,3,2,3,1,3,3,5,2,3,2,3,3,2
"227",5,150,2,7,3,2,0,1,5,5,5,6,6,6,1,NA,2,4,1,3,2,5,3,1,1,3,1,4,2,1,6,3,1,1,3,1
"228",5,150,6,8,4,7,5,1,2,8,8,5,6,7,1,NA,3,1,1,2,2,4,2,3,2,2,2,1,1,1,3,2,2,2,2,2
"229",5,40,6,7,6,6,5,1,8,7,6,8,3,2,1,NA,3,5,3,3,3,3,3,3,3,2,2,3,2,3,2,3,3,2,3,3
"230",5,240,7,9,7,5,5,2,5,7,7,6,4,2,1,NA,2,3,2,4,2,4,2,4,2,2,5,2,2,3,2,3,2,3,2,4
"231",5,60,5,7,5,7,7,2,7,4,5,9,3,1,1,NA,1,5,1,2,3,2,1,2,2,1,1,2,2,3,2,3,1,2,2,2
"232",4,15,5,7,6,6,6,2,6,7,6,3,5,4,1,NA,3,5,2,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"233",5,210,8,7,7,8,6,1,8,9,8,5,5,7,1,NA,2,3,3,2,3,3,3,4,2,2,2,2,2,3,4,3,3,4,4,3
"234",3,NA,1,0,0,0,0,2,5,0,0,5,6,1,1,NA,2,5,2,5,2,2,2,2,5,3,1,5,3,5,2,3,1,2,2,5
"235",5,300,3,6,3,6,6,1,6,2,7,5,6,6,1,NA,2,2,3,2,2,3,2,2,3,1,2,3,2,2,3,1,1,2,4,3
"236",5,480,6,7,6,4,5,1,9,8,7,0,7,7,1,NA,3,5,2,3,2,3,2,4,3,2,4,4,NA,5,2,2,2,2,5,3
"237",5,120,3,3,4,5,5,1,6,7,7,6,7,7,1,NA,3,3,1,3,3,5,1,1,2,2,2,2,2,4,3,4,2,3,4,3
"238",5,30,4,8,7,6,5,2,5,9,5,1,7,7,1,NA,2,3,2,5,2,2,3,4,3,2,4,3,2,4,5,3,2,5,2,3
"239",5,15,5,7,5,5,5,1,6,7,7,5,7,7,1,NA,5,5,2,5,4,4,2,2,5,5,2,5,5,6,3,5,2,3,2,2
"240",4,120,2,7,1,4,4,1,3,3,3,1,7,7,1,NA,3,6,2,5,3,5,3,1,2,3,2,3,3,5,2,2,1,3,2,3
"241",5,720,7,6,6,7,7,2,5,4,3,0,7,7,1,NA,2,4,4,3,2,5,3,4,3,1,2,2,5,3,4,3,3,4,5,3
"242",1,NA,6,7,7,5,5,2,5,7,6,8,3,3,1,NA,3,5,1,3,2,3,2,4,2,4,2,3,3,4,2,3,2,2,3,2
"243",1,NA,5,8,6,6,7,2,6,7,6,9,3,1,1,NA,3,5,3,4,2,3,3,2,3,4,2,4,2,4,2,3,2,2,2,3
"244",2,NA,3,5,5,6,3,3,5,8,8,10,2,1,1,NA,3,5,1,4,2,5,2,2,4,4,2,4,3,6,1,4,2,2,4,4
"245",4,30,3,4,3,5,6,1,5,6,8,5,7,6,1,NA,2,4,2,3,1,4,2,2,3,2,1,3,2,3,2,4,1,2,1,2
"246",5,205,7,8,7,6,7,1,6,9,8,7,7,2,1,NA,5,5,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,3,2,1
"247",1,NA,2,9,7,4,3,2,2,9,8,9,6,2,1,NA,3,4,2,4,2,1,2,1,5,2,1,3,1,5,5,2,1,1,2,3
"248",4,60,5,8,5,7,7,1,9,9,9,0,7,7,1,NA,2,5,2,5,3,2,2,4,2,2,2,3,4,3,3,4,2,2,3,3
"249",5,180,2,1,4,6,8,1,10,5,6,2,7,7,1,NA,2,4,1,3,5,6,2,3,2,3,2,3,3,3,3,2,2,1,4,3
"250",5,120,4,8,6,5,5,2,4,4,4,2,7,7,1,NA,3,5,3,2,2,3,3,2,3,2,2,3,2,4,2,2,2,2,2,3
"251",5,90,6,7,6,5,7,1,2,7,5,4,6,6,1,NA,4,4,2,3,2,2,2,2,3,2,2,3,3,3,2,2,1,2,2,2
"252",5,300,5,7,3,3,6,1,5,7,4,4,5,7,1,NA,1,3,2,2,2,3,3,2,2,2,2,3,2,3,2,2,2,3,4,3
"253",5,180,5,8,6,7,2,4,6,4,1,0,7,7,2,NA,5,5,2,2,2,6,2,2,2,2,2,2,3,3,4,5,2,2,3,1
"254",5,90,5,6,4,5,6,2,9,9,7,6,4,6,1,NA,4,5,3,5,4,5,3,3,3,2,4,3,5,5,4,3,2,3,2,3
"255",4,121,7,7,7,8,8,2,3,8,8,2,7,7,1,NA,2,4,2,2,2,2,3,2,2,2,2,3,2,3,2,2,1,2,2,1
"256",5,60,7,7,4,3,5,1,7,8,7,0,7,7,1,NA,4,4,2,3,3,3,3,2,2,3,2,4,2,4,3,4,2,2,2,2
"257",5,60,5,7,5,5,5,1,7,7,6,1,7,7,1,NA,3,5,3,3,3,5,2,2,5,2,2,5,2,5,2,5,2,3,5,3
"258",5,60,8,10,8,8,10,2,7,7,7,5,7,7,1,NA,4,6,2,6,3,4,3,2,3,4,3,5,3,5,2,4,1,2,2,2
"259",5,600,6,7,6,7,7,1,6,4,4,7,4,3,1,NA,2,3,1,2,2,2,2,4,2,2,4,2,2,4,2,2,2,1,1,2
"260",5,90,8,9,7,9,8,1,4,8,8,0,7,7,1,NA,5,4,2,6,4,3,1,2,2,4,1,5,3,4,2,2,2,2,3,3
"261",5,540,7,7,2,5,5,1,5,7,7,0,7,7,1,NA,3,4,2,5,3,4,2,2,3,2,2,5,5,5,2,4,2,2,2,2
"262",5,360,6,10,4,6,10,1,9,6,7,4,7,7,1,NA,4,6,2,2,3,5,4,1,1,1,2,6,3,6,5,4,1,3,6,1
"263",1,NA,4,4,0,4,7,1,4,8,5,9,5,1,1,NA,2,6,2,2,5,5,1,3,2,2,1,2,2,3,5,5,1,1,3,3
"264",5,420,2,7,4,3,5,1,0,8,7,8,6,5,1,NA,2,3,2,1,2,2,3,2,2,1,1,2,5,4,2,3,1,1,1,3
"265",5,60,7,8,6,5,6,2,4,4,4,5,7,6,2,NA,2,4,2,3,2,3,3,2,3,3,3,4,3,4,2,3,2,3,3,3
"266",5,240,2,6,1,2,5,1,8,5,7,3,7,7,1,NA,2,6,3,2,3,4,2,2,3,2,1,3,5,3,3,3,2,1,5,3
"267",5,180,9,8,8,8,9,1,5,6,4,3,7,7,1,NA,2,3,2,3,3,4,3,3,2,3,3,3,3,2,4,4,2,3,4,2
"268",5,180,3,5,5,5,6,3,6,6,6,2,7,7,1,NA,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2
"269",5,60,5,7,6,5,5,1,6,6,6,6,7,5,1,NA,3,4,2,5,1,5,2,2,5,4,2,3,3,6,2,3,1,2,1,2
"270",5,120,5,7,5,10,9,3,10,6,8,8,4,2,1,NA,2,5,3,3,3,2,2,2,4,4,2,2,3,4,2,2,2,2,3,3
"271",4,45,5,5,3,8,8,4,9,8,7,8,4,1,1,NA,3,5,2,5,3,5,2,2,1,1,3,5,3,6,3,4,1,2,3,2
"272",5,120,4,6,4,5,5,1,4,5,7,6,5,5,1,NA,3,3,1,3,1,3,2,1,3,1,1,3,2,5,3,4,1,3,2,2
"273",5,30,3,7,3,1,2,2,3,6,5,7,2,3,1,NA,2,2,2,3,2,4,3,3,3,3,3,2,3,3,3,6,3,3,2,3
"274",5,210,5,5,4,5,5,1,6,7,6,0,7,7,1,NA,3,5,2,4,5,6,3,3,3,3,2,3,2,4,3,4,2,2,5,3
"275",5,120,6,8,4,2,5,1,6,7,5,4,7,7,1,NA,1,5,4,1,2,2,3,3,1,1,2,1,4,3,3,2,2,2,2,2
"276",2,NA,4,3,4,6,6,1,7,7,7,7,7,7,1,NA,3,4,3,3,1,3,2,3,3,3,2,3,2,4,2,3,1,2,1,2
"277",1,NA,0,6,0,0,0,2,1,3,1,10,6,1,2,NA,2,6,1,2,2,2,1,2,4,2,1,4,4,6,1,5,1,1,1,2
"278",5,180,3,6,3,4,4,1,7,7,1,0,7,7,1,NA,2,6,1,2,4,5,1,4,2,1,1,4,3,4,4,4,1,1,2,3
"279",5,240,6,8,6,6,7,1,5,8,6,2,7,7,1,NA,2,4,2,1,3,4,2,3,2,2,1,4,4,2,3,4,1,3,4,2
"280",5,120,4,7,4,3,7,1,4,6,4,0,7,7,1,NA,2,4,3,2,3,3,4,3,2,1,3,4,3,5,2,4,2,2,4,2
"281",5,420,7,8,6,7,8,1,7,6,7,1,7,7,1,NA,3,6,2,3,3,4,2,2,3,2,1,5,3,4,3,3,2,1,5,2
"282",5,30,2,5,2,2,3,1,5,9,5,6,6,4,1,NA,2,4,2,2,2,2,1,1,1,4,1,1,1,4,2,1,1,1,1,4
"283",5,60,5,7,5,5,5,1,5,3,5,3,7,7,2,NA,2,5,2,5,3,4,3,3,4,2,2,4,3,3,2,5,2,4,4,4
"284",5,180,5,6,5,6,6,2,NA,4,1,0,7,7,1,NA,3,5,3,3,3,4,5,3,4,3,3,3,4,6,3,3,2,4,4,4
"285",5,120,6,7,5,6,6,1,7,5,5,5,6,7,1,NA,1,4,2,2,3,4,2,4,2,1,1,3,3,4,3,4,2,3,4,2
"286",4,60,2,4,1,6,7,1,10,8,9,3,7,6,1,NA,1,6,1,6,1,5,1,2,2,2,2,3,3,5,5,5,2,2,3,3
"287",5,270,7,7,4,6,7,1,5,7,7,0,7,7,1,NA,1,4,1,1,3,4,2,3,3,1,2,1,3,2,2,2,3,1,5,2
"288",5,180,6,8,6,7,7,1,4,1,1,0,7,7,1,NA,3,5,2,3,1,2,2,1,4,3,1,5,4,4,2,5,1,2,1,1
"289",5,180,8,9,7,8,8,1,8,6,6,6,6,7,1,NA,2,4,2,4,6,5,3,4,2,1,3,3,5,1,4,4,2,2,5,2
"290",5,600,5,7,2,6,5,1,8,1,0,0,7,7,1,NA,3,3,3,4,5,5,2,3,2,1,2,5,4,3,4,4,2,2,5,2
"291",5,600,6,7,5,5,7,1,3,4,5,4,7,4,1,NA,4,4,3,4,5,4,3,3,3,2,3,4,5,4,3,5,2,3,5,3
"292",5,180,5,6,2,5,5,2,3,8,4,0,7,7,1,NA,2,4,2,3,2,4,3,2,2,1,4,3,3,4,2,5,3,1,6,1
"293",5,25,10,10,10,8,9,5,7,7,5,10,1,1,1,NA,6,6,1,1,6,1,2,2,3,1,1,5,1,1,1,3,1,1,1,1
"294",1,NA,5,7,7,5,5,2,6,7,7,0,7,7,1,NA,2,3,3,3,2,2,2,2,2,2,2,3,2,3,2,3,2,2,4,2
"295",1,NA,7,0,5,6,5,1,5,8,9,6,6,5,1,NA,2,6,1,3,2,5,2,2,3,1,2,3,2,6,2,2,2,2,4,3
"296",5,60,7,8,5,8,8,1,5,7,7,8,5,7,1,NA,2,4,1,2,3,4,1,2,1,1,1,3,2,1,3,3,1,1,1,1
"297",5,135,6,7,7,5,6,1,7,8,6,6,5,6,1,NA,5,5,2,3,2,3,3,3,4,3,3,4,2,5,2,3,3,2,3,5
"298",4,150,7,8,6,7,7,1,4,8,3,6,5,4,1,NA,2,6,2,3,1,4,2,2,3,1,1,3,2,5,3,3,1,1,1,1
"299",5,300,1,1,0,0,0,2,0,0,8,7,7,4,2,NA,1,6,1,3,5,6,3,3,2,1,3,6,2,3,5,4,2,1,1,2
"300",1,NA,5,10,5,0,NA,1,NA,8,NA,10,5,1,1,NA,1,6,1,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,2,2
"301",5,300,4,6,3,6,4,2,5,5,5,8,5,1,1,NA,2,6,1,3,3,2,2,2,4,2,2,4,2,3,2,3,2,1,2,3
"302",1,NA,5,7,5,5,5,2,3,8,6,7,7,7,1,NA,4,6,1,6,3,3,NA,2,6,3,NA,5,3,6,2,6,2,1,2,3
"303",5,300,7,8,7,8,8,2,4,8,8,0,7,7,1,NA,2,4,2,5,4,4,2,2,3,2,2,3,2,3,2,4,2,1,2,2
"304",5,240,8,9,7,7,NA,1,5,7,7,7,6,7,1,NA,4,4,2,3,4,3,3,3,4,3,2,4,4,2,3,3,2,3,4,2
"305",5,360,6,7,6,6,7,2,7,6,5,4,7,7,1,NA,4,3,2,2,3,3,2,2,1,2,4,2,3,1,3,3,1,5,2,1
"306",5,30,6,8,3,3,5,1,7,6,6,6,7,6,1,NA,1,4,2,5,3,2,2,3,2,2,2,3,4,3,1,4,2,1,4,2
"307",5,30,2,6,2,2,4,1,9,6,6,2,7,7,1,NA,4,5,3,3,2,2,3,3,2,2,2,2,2,4,2,2,1,1,2,2
"308",5,120,0,1,0,0,6,1,0,8,1,0,7,7,2,NA,1,6,1,2,4,6,2,2,1,1,1,2,6,2,3,4,1,1,5,2
"309",5,180,7,8,6,5,6,1,6,8,7,3,7,7,1,NA,3,3,2,4,2,2,2,2,2,2,2,4,3,4,2,3,1,2,2,1
"310",2,NA,5,5,5,5,5,2,5,10,5,5,7,1,2,NA,3,3,2,2,2,2,2,2,2,2,2,2,1,4,1,1,2,1,5,2
"311",5,600,5,7,6,6,5,1,5,4,3,3,7,7,1,NA,5,4,3,4,3,4,3,2,3,3,2,4,3,4,3,5,2,3,5,3
"312",5,150,9,10,8,9,10,2,9,8,10,3,6,7,1,NA,2,5,2,5,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2
"313",5,210,4,5,3,5,6,1,7,0,7,0,3,7,1,NA,4,5,2,3,2,4,2,2,4,2,2,2,2,5,3,2,2,2,3,4
"314",2,NA,0,0,6,1,NA,2,5,3,8,0,7,7,1,NA,3,5,3,2,4,6,3,5,2,4,2,4,5,4,5,3,3,1,5,2
"315",2,NA,0,6,0,0,0,1,2,3,7,0,7,7,2,NA,3,2,1,3,3,2,2,2,6,2,2,3,2,6,2,2,2,2,6,5
"316",5,60,5,5,0,0,5,1,1,9,0,3,5,7,2,NA,2,6,1,1,1,3,2,1,1,1,2,5,1,1,3,2,1,1,3,1
"317",5,60,6,NA,5,6,6,1,8,6,7,7,4,4,1,NA,2,5,2,3,4,2,2,3,3,2,2,3,4,5,1,3,2,3,2,4
"318",5,300,8,7,6,6,9,2,7,8,7,0,7,7,1,NA,4,5,3,3,2,4,2,3,3,2,4,4,2,5,3,5,2,2,4,3
"319",5,30,7,7,6,6,7,2,10,9,4,0,7,7,1,NA,3,4,2,2,1,2,3,3,2,1,2,3,2,3,3,4,2,4,3,1
"320",5,120,3,5,4,5,5,3,6,9,8,6,5,4,1,NA,3,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"321",1,NA,6,8,6,7,4,2,8,8,4,7,6,1,1,NA,2,4,2,3,3,3,2,3,4,3,2,3,4,4,3,3,2,1,2,2
"322",5,240,5,7,6,6,6,2,8,4,4,0,7,7,1,NA,3,4,3,2,3,3,2,2,1,3,1,2,3,3,3,4,2,3,4,1
"323",5,90,NA,7,5,5,9,5,7,9,7,10,5,1,1,NA,2,5,2,2,2,2,2,3,3,2,2,2,2,6,2,2,2,3,4,6
"324",5,540,6,8,6,7,8,1,9,4,4,6,5,4,1,NA,3,3,2,3,2,2,2,2,2,2,2,3,2,4,2,3,1,2,3,2
"325",1,NA,3,10,3,3,1,1,2,10,3,5,6,7,2,NA,3,6,1,NA,NA,1,NA,NA,NA,NA,2,NA,2,6,1,NA,1,1,2,NA
"326",5,60,5,8,3,2,2,1,5,7,4,7,3,2,2,NA,3,5,2,2,2,2,2,3,2,3,2,2,2,4,2,4,2,2,2,2
"327",5,360,0,5,NA,5,7,1,5,1,1,6,6,7,1,NA,2,5,1,1,1,3,2,1,3,1,1,3,1,6,1,5,1,1,1,1
"328",3,NA,5,3,3,5,5,2,6,7,5,7,4,4,1,NA,2,2,2,3,2,2,3,3,3,2,3,3,3,3,4,2,2,2,2,2
"329",5,180,1,5,0,3,0,1,0,6,4,5,7,7,1,NA,2,4,1,5,1,4,1,2,1,1,2,6,3,6,2,4,2,1,4,4
"330",5,480,6,10,8,8,5,2,8,7,8,5,6,7,65,NA,NA,6,2,2,2,2,2,NA,2,2,2,NA,NA,2,2,2,2,2,2,2
"331",5,120,4,6,5,6,4,1,6,7,5,7,7,6,1,NA,2,4,2,5,3,4,2,2,3,2,2,4,2,4,2,4,2,2,2,2
"332",5,120,6,7,5,3,5,2,7,7,7,2,7,7,1,NA,5,5,2,2,2,2,2,4,3,2,1,2,2,4,2,2,1,1,1,2
"333",5,61,5,7,7,5,5,1,10,7,3,3,6,7,1,NA,1,4,2,1,1,3,1,1,1,3,1,1,1,1,2,3,1,1,2,1
"334",5,120,4,6,2,3,4,1,7,5,7,9,7,5,1,NA,3,4,3,3,2,4,2,3,3,1,2,2,3,4,3,2,1,2,1,3
"335",5,120,7,8,7,6,7,2,8,8,7,5,6,7,1,NA,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
"336",3,NA,3,0,3,0,0,NA,3,6,6,10,1,1,65,NA,5,2,3,2,5,5,3,6,1,5,2,1,5,5,4,2,3,2,5,2
"337",4,60,7,7,6,7,7,1,7,7,7,8,5,3,1,NA,2,5,2,3,4,4,1,3,3,3,2,3,4,3,4,4,2,2,4,3
"338",5,360,6,7,3,3,7,1,8,8,8,6,6,6,1,NA,2,4,1,6,5,2,1,1,2,2,1,3,1,3,1,2,1,1,1,1
"339",5,180,3,5,4,6,5,1,4,2,2,1,7,7,1,NA,2,4,1,3,2,4,2,2,2,1,1,3,2,2,4,4,1,2,4,3
"340",5,360,7,9,7,7,7,1,7,9,9,8,4,3,1,NA,2,4,2,2,3,2,2,3,2,3,1,2,2,4,2,3,2,1,2,3
"341",5,140,5,7,5,4,5,1,8,8,5,0,7,7,1,NA,2,4,2,5,4,5,2,2,3,1,2,5,4,3,5,3,2,2,5,2
"342",5,120,7,5,5,5,7,1,9,5,6,1,4,7,1,NA,3,5,2,3,4,5,2,3,2,3,3,3,3,4,3,4,2,2,4,2
"343",5,60,6,7,5,6,6,2,1,10,3,10,7,7,1,NA,2,3,2,2,3,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2
"344",3,NA,0,5,0,0,NA,1,0,7,2,9,6,1,1,NA,3,5,2,5,2,5,2,2,5,2,1,4,2,5,2,3,2,1,2,5
"345",5,60,5,7,6,6,7,2,3,7,6,3,6,3,1,NA,1,3,3,2,3,2,3,3,3,2,3,3,2,2,1,2,2,2,2,3
"346",5,30,NA,5,NA,NA,2,5,NA,0,0,10,4,1,65,NA,2,5,2,3,2,3,2,4,3,5,2,4,5,5,3,3,3,2,4,5
"347",5,180,7,6,5,6,5,1,7,8,6,5,6,6,1,NA,3,4,2,3,3,5,2,3,3,2,2,3,3,4,3,3,2,3,4,4
